Silica content,Reactive agg. percentage,Average size of reactive agg.,w / c,Alkali content,Temperature dependent type,Temperature,Relative humidity,Area of specimen section,Length,Time,ASR expansion
50.4,0.3,0.71,0.5,20,2,60,100,400,160,7.47994,0.04837
50.4,0.3,0.71,0.5,20,2,60,100,400,160,46.37401,0.29293
50.4,0.3,0.71,0.5,20,2,60,100,400,160,62.3871,0.68498
50.4,0.3,0.71,0.5,20,2,60,100,400,160,84.38264,1.12003
50.4,0.3,0.71,0.5,20,2,60,100,400,160,105.6857,1.31346
50.4,0.3,0.71,0.5,20,2,60,100,400,160,126.2874,1.30286
50.4,0.3,0.71,0.5,20,2,60,100,400,160,146.1338,1.3191
50.4,0.3,0.71,0.5,20,2,60,100,400,160,186.9502,1.35159
50.4,0.3,0.71,0.5,20,2,60,100,400,160,215.0413,1.34641
50.4,0.3,0.71,0.5,20,2,60,100,400,160,237.887,1.34925
50.4,0.3,0.71,0.5,20,2,60,100,400,160,258.8595,1.35476
50.4,0.3,0.71,0.5,20,2,60,100,400,160,305.6759,1.35507
50.4,0.3,0.71,0.5,20,2,60,100,400,160,328.8956,1.3606
50.4,0.3,0.71,0.5,20,2,60,100,400,160,356.6122,1.35541
6.9,0.3,0.71,0.5,20,2,60,100,400,160,15.70015,0.13165
6.9,0.3,0.71,0.5,20,2,60,100,400,160,50.08224,0.45134
6.9,0.3,0.71,0.5,20,2,60,100,400,160,63.93299,0.48097
6.9,0.3,0.71,0.5,20,2,60,100,400,160,78.15952,0.50522
6.9,0.3,0.71,0.5,20,2,60,100,400,160,92.01278,0.52411
6.9,0.3,0.71,0.5,20,2,60,100,400,160,106.9903,0.54032
6.9,0.3,0.71,0.5,20,2,60,100,400,160,120.0963,0.55114
6.9,0.3,0.71,0.5,20,2,60,100,400,160,135.4477,0.57004
6.9,0.3,0.71,0.5,20,2,60,100,400,160,150.4277,0.57551
6.9,0.3,0.71,0.5,20,2,60,100,400,160,169.1518,0.58637
6.9,0.3,0.71,0.5,20,2,60,100,400,160,225.3258,0.61091
6.9,0.3,0.71,0.5,20,2,60,100,400,160,241.4306,0.61102
6.9,0.3,0.71,0.5,20,2,60,100,400,160,254.538,0.61647
6.9,0.3,0.71,0.5,20,2,60,100,400,160,269.5186,0.61926
6.9,0.3,0.71,0.5,20,2,60,100,400,160,290.865,0.62746
6.9,0.3,0.71,0.5,20,2,60,100,400,160,333.1858,0.63311
6.9,0.3,0.71,0.5,20,2,60,100,400,160,374.7575,0.63876
7.6,0.3,0.71,0.5,20,2,60,100,400,160,15.3539,0.01084
7.6,0.3,0.71,0.5,20,2,60,100,400,160,22.46559,0.02968
7.6,0.3,0.71,0.5,20,2,60,100,400,160,61.009,0.17222
7.6,0.3,0.71,0.5,20,2,60,100,400,160,77.10568,0.20723
7.6,0.3,0.71,0.5,20,2,60,100,400,160,99.19234,0.25302
7.6,0.3,0.71,0.5,20,2,60,100,400,160,121.2815,0.28806
7.6,0.3,0.71,0.5,20,2,60,100,400,160,141.1248,0.31773
7.6,0.3,0.71,0.5,20,2,60,100,400,160,161.3438,0.34202
7.6,0.3,0.71,0.5,20,2,60,100,400,160,181.1864,0.37437
7.6,0.3,0.71,0.5,20,2,60,100,400,160,202.1539,0.40136
7.6,0.3,0.71,0.5,20,2,60,100,400,160,229.8623,0.43107
7.6,0.3,0.71,0.5,20,2,60,100,400,160,253.0782,0.45271
7.6,0.3,0.71,0.5,20,2,60,100,400,160,274.0488,0.46627
7.6,0.3,0.71,0.5,20,2,60,100,400,160,320.8564,0.50417
7.6,0.3,0.71,0.5,20,2,60,100,400,160,343.7003,0.51506
7.6,0.3,0.71,0.5,20,2,60,100,400,160,371.7864,0.53135
6.9,0.3,0.16,0.5,20,2,60,100,400,160,18.65285,0.03358
6.9,0.3,0.16,0.5,20,2,60,100,400,160,27.46114,0.03358
6.9,0.3,0.16,0.5,20,2,60,100,400,160,42.48705,0.05479
6.9,0.3,0.16,0.5,20,2,60,100,400,160,55.95855,0.06893
6.9,0.3,0.16,0.5,20,2,60,100,400,160,70.98446,0.0813
6.9,0.3,0.16,0.5,20,2,60,100,400,160,90.67358,0.10781
6.9,0.3,0.16,0.5,20,2,60,100,400,160,103.6269,0.10781
6.9,0.3,0.16,0.5,20,2,60,100,400,160,119.6891,0.11311
6.9,0.3,0.16,0.5,20,2,60,100,400,160,133.6788,0.11488
6.9,0.3,0.16,0.5,20,2,60,100,400,160,147.6684,0.11488
6.9,0.3,0.16,0.5,20,2,60,100,400,160,160.6218,0.11311
6.9,0.3,0.16,0.5,20,2,60,100,400,160,200.5181,0.11134
6.9,0.3,0.16,0.5,20,2,60,100,400,160,216.5803,0.11134
6.9,0.3,0.16,0.5,20,2,60,100,400,160,238.8601,0.11311
6.9,0.3,0.16,0.5,20,2,60,100,400,160,260.1036,0.11311
6.9,0.3,0.16,0.5,20,2,60,100,400,160,279.7927,0.10427
6.9,0.3,0.16,0.5,20,2,60,100,400,160,300.5181,0.11488
6.9,0.3,0.16,0.5,20,2,60,100,400,160,320.7254,0.11134
6.9,0.3,0.16,0.5,20,2,60,100,400,160,341.4508,0.10781
6.9,0.3,0.16,0.5,20,2,60,100,400,160,370.4663,0.13608
6.9,0.3,0.16,0.5,20,2,60,100,400,160,393.2642,0.13078
6.9,0.3,0.16,0.5,20,2,60,100,400,160,413.4715,0.13432
6.9,0.3,0.16,0.5,20,2,60,100,400,160,449.2228,0.13255
6.9,0.3,0.16,0.5,20,2,60,100,400,160,483.9378,0.13255
6.9,0.3,0.47,0.5,20,2,60,100,400,160,10.36269,0.0813
6.9,0.3,0.47,0.5,20,2,60,100,400,160,17.61658,0.16966
6.9,0.3,0.47,0.5,20,2,60,100,400,160,27.46114,0.36053
6.9,0.3,0.47,0.5,20,2,60,100,400,160,43.00518,0.53196
6.9,0.3,0.47,0.5,20,2,60,100,400,160,55.95855,0.59028
6.9,0.3,0.47,0.5,20,2,60,100,400,160,70.46632,0.63093
6.9,0.3,0.47,0.5,20,2,60,100,400,160,90.15544,0.67511
6.9,0.3,0.47,0.5,20,2,60,100,400,160,103.1088,0.69278
6.9,0.3,0.47,0.5,20,2,60,100,400,160,119.6891,0.70162
6.9,0.3,0.47,0.5,20,2,60,100,400,160,134.1969,0.70869
6.9,0.3,0.47,0.5,20,2,60,100,400,160,146.6321,0.70516
6.9,0.3,0.47,0.5,20,2,60,100,400,160,160.1036,0.70516
6.9,0.3,0.47,0.5,20,2,60,100,400,160,201.0363,0.70869
6.9,0.3,0.47,0.5,20,2,60,100,400,160,216.0622,0.70339
6.9,0.3,0.47,0.5,20,2,60,100,400,160,238.342,0.70339
6.9,0.3,0.47,0.5,20,2,60,100,400,160,259.5855,0.70692
6.9,0.3,0.47,0.5,20,2,60,100,400,160,279.2746,0.70339
6.9,0.3,0.47,0.5,20,2,60,100,400,160,300,0.70869
6.9,0.3,0.47,0.5,20,2,60,100,400,160,320.7254,0.70516
6.9,0.3,0.47,0.5,20,2,60,100,400,160,342.487,0.70869
6.9,0.3,0.47,0.5,20,2,60,100,400,160,369.9482,0.72106
6.9,0.3,0.47,0.5,20,2,60,100,400,160,392.7461,0.72106
6.9,0.3,0.47,0.5,20,2,60,100,400,160,412.9534,0.7246
6.9,0.3,0.47,0.5,20,2,60,100,400,160,448.1865,0.72283
6.9,0.3,0.47,0.5,20,2,60,100,400,160,483.4197,0.72283
6.9,0.3,0.94,0.5,20,2,60,100,400,160,11.39896,0.09013
6.9,0.3,0.94,0.5,20,2,60,100,400,160,18.65285,0.17673
6.9,0.3,0.94,0.5,20,2,60,100,400,160,26.94301,0.22975
6.9,0.3,0.94,0.5,20,2,60,100,400,160,42.48705,0.34109
6.9,0.3,0.94,0.5,20,2,60,100,400,160,55.95855,0.4595
6.9,0.3,0.94,0.5,20,2,60,100,400,160,70.46632,0.48954
6.9,0.3,0.94,0.5,20,2,60,100,400,160,90.67358,0.52842
6.9,0.3,0.94,0.5,20,2,60,100,400,160,103.1088,0.54433
6.9,0.3,0.94,0.5,20,2,60,100,400,160,119.6891,0.5567
6.9,0.3,0.94,0.5,20,2,60,100,400,160,134.1969,0.56731
6.9,0.3,0.94,0.5,20,2,60,100,400,160,147.6684,0.56731
6.9,0.3,0.94,0.5,20,2,60,100,400,160,161.1399,0.56731
6.9,0.3,0.94,0.5,20,2,60,100,400,160,200.5181,0.57084
6.9,0.3,0.94,0.5,20,2,60,100,400,160,216.5803,0.56907
6.9,0.3,0.94,0.5,20,2,60,100,400,160,238.8601,0.57261
6.9,0.3,0.94,0.5,20,2,60,100,400,160,260.6218,0.57437
6.9,0.3,0.94,0.5,20,2,60,100,400,160,280.3109,0.57791
6.9,0.3,0.94,0.5,20,2,60,100,400,160,301.0363,0.58498
6.9,0.3,0.94,0.5,20,2,60,100,400,160,320.7254,0.58675
6.9,0.3,0.94,0.5,20,2,60,100,400,160,342.487,0.58675
6.9,0.3,0.94,0.5,20,2,60,100,400,160,370.4663,0.60088
6.9,0.3,0.94,0.5,20,2,60,100,400,160,392.7461,0.60088
6.9,0.3,0.94,0.5,20,2,60,100,400,160,413.4715,0.60619
6.9,0.3,0.94,0.5,20,2,60,100,400,160,449.2228,0.60442
6.9,0.3,0.94,0.5,20,2,60,100,400,160,483.4197,0.60795
6.9,0.3,1.88,0.5,20,2,60,100,400,160,11.39896,0.0813
6.9,0.3,1.88,0.5,20,2,60,100,400,160,18.13472,0.14492
6.9,0.3,1.88,0.5,20,2,60,100,400,160,27.46114,0.21384
6.9,0.3,1.88,0.5,20,2,60,100,400,160,41.96891,0.28277
6.9,0.3,1.88,0.5,20,2,60,100,400,160,55.44041,0.30751
6.9,0.3,1.88,0.5,20,2,60,100,400,160,70.46632,0.33579
6.9,0.3,1.88,0.5,20,2,60,100,400,160,91.19171,0.36583
6.9,0.3,1.88,0.5,20,2,60,100,400,160,103.1088,0.39057
6.9,0.3,1.88,0.5,20,2,60,100,400,160,119.171,0.40648
6.9,0.3,1.88,0.5,20,2,60,100,400,160,133.6788,0.42239
6.9,0.3,1.88,0.5,20,2,60,100,400,160,147.6684,0.43476
6.9,0.3,1.88,0.5,20,2,60,100,400,160,160.6218,0.44359
6.9,0.3,1.88,0.5,20,2,60,100,400,160,200.5181,0.4595
6.9,0.3,1.88,0.5,20,2,60,100,400,160,216.5803,0.47364
6.9,0.3,1.88,0.5,20,2,60,100,400,160,238.342,0.48424
6.9,0.3,1.88,0.5,20,2,60,100,400,160,259.5855,0.48778
6.9,0.3,1.88,0.5,20,2,60,100,400,160,279.2746,0.49485
6.9,0.3,1.88,0.5,20,2,60,100,400,160,301.0363,0.50368
6.9,0.3,1.88,0.5,20,2,60,100,400,160,321.2435,0.50722
6.9,0.3,1.88,0.5,20,2,60,100,400,160,341.9689,0.51429
6.9,0.3,1.88,0.5,20,2,60,100,400,160,369.9482,0.53196
6.9,0.3,1.88,0.5,20,2,60,100,400,160,393.2642,0.52489
6.9,0.3,1.88,0.5,20,2,60,100,400,160,413.4715,0.53196
6.9,0.3,1.88,0.5,20,2,60,100,400,160,449.2228,0.52842
6.9,0.3,1.88,0.5,20,2,60,100,400,160,483.9378,0.53196
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,11.44401,0.0201
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,19.24342,0.02739
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,27.56099,0.03099
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,42.6361,0.03639
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,55.11484,0.04731
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,70.19073,0.05454
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,90.98705,0.06906
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,103.9824,0.07264
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,119.5812,0.0872
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,133.0962,0.09077
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,147.131,0.09434
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,161.1674,0.10157
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,200.666,0.09578
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,216.779,0.0975
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,239.1274,0.0955
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,259.915,0.08984
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,280.1868,0.09336
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,302.0162,0.0932
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,320.7232,0.08389
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,341.5155,0.08924
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,369.582,0.08903
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,392.9723,0.09253
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,413.2409,0.08871
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,448.583,0.08662
6.9,0.3,0.16,0.5,20,2,60,100,1600,160,483.4054,0.08453
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,11.97409,0.04395
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,19.27601,0.10262
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,27.62696,0.18329
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,42.79425,0.40153
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,55.34849,0.58675
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,70.97354,0.66187
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,90.7526,0.72778
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,103.2409,0.76071
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,119.3658,0.78995
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,134.4457,0.80636
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,146.9228,0.8136
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,161.9979,0.819
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,200.9791,0.81871
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,216.0542,0.82411
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,238.4018,0.82027
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,259.7091,0.81461
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,279.9841,0.82547
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,301.293,0.82348
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,321.0395,0.81416
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,341.8318,0.81951
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,370.418,0.8193
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,393.2886,0.82281
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,414.0777,0.82082
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,449.4206,0.82056
6.9,0.3,0.47,0.5,20,2,60,100,1600,160,483.7257,0.82398
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,12.49781,0.05312
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,19.28634,0.12647
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,28.18724,0.27686
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,43.33943,0.46024
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,55.33259,0.55006
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,71.46865,0.60498
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,90.7224,0.65805
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,103.2083,0.68549
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,119.3332,0.71472
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,133.8933,0.73113
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,148.4495,0.73836
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,160.4061,0.74378
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,201.9924,0.75815
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,217.5872,0.76354
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,239.4183,0.76705
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,259.1679,0.76507
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,280.4824,0.77593
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,302.3118,0.77577
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,320.5046,0.7793
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,341.2962,0.78282
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,370.4005,0.77894
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,392.7497,0.77877
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,414.58,0.78045
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,449.404,0.78203
6.9,0.3,0.94,0.5,20,2,60,100,1600,160,483.7082,0.78361
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,11.97171,0.03845
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,19.27203,0.09344
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,26.56044,0.12091
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,42.74577,0.2896
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,55.75618,0.32804
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,70.84161,0.35728
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,91.12612,0.39016
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,103.6112,0.41576
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,120.2551,0.44316
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,133.2576,0.46325
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,147.8193,0.48332
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,160.8178,0.49424
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,200.8567,0.53614
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,216.9761,0.55254
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,238.8103,0.56339
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,259.605,0.57425
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,279.8808,0.58694
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,301.7134,0.59412
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,321.4686,0.60498
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,341.7389,0.60484
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,369.284,0.60096
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,393.1948,0.60629
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,413.465,0.60614
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,448.2882,0.60589
6.9,0.3,1.88,0.5,20,2,60,100,1600,160,484.1524,0.60929
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,11.90476,0.00395
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,27.95031,0.00987
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,42.96066,0.01578
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,55.90062,0.01583
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,70.39337,0.01979
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,90.57971,0.02767
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,103.0021,0.02187
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,119.0476,0.02583
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,133.5404,0.02979
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,148.0331,0.02985
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,160.4555,0.02989
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,200.8282,0.03395
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,216.3561,0.03402
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,238.6128,0.03215
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,259.8344,0.03419
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,279.5031,0.03426
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,301.2422,0.03044
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,320.3934,0.03442
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,341.6149,0.02865
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,369.5652,0.03266
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,392.8571,0.0308
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,413.5611,0.03479
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,448.2402,0.03492
6.9,0.3,0.16,0.5,20,2,60,100,4900,280,483.4369,0.03311
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,10.86957,0.0176
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,18.63354,0.04105
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,27.43271,0.14255
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,42.96066,0.31822
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,55.90062,0.42363
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,70.39337,0.50954
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,90.06211,0.56816
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,103.5197,0.61699
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,119.5652,0.66778
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,132.5052,0.69515
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,145.9627,0.72642
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,160.4555,0.75185
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,199.793,0.84566
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,216.3561,0.8828
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,238.6128,0.918
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,260.352,0.95321
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,279.5031,0.97865
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,300.7246,0.99239
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,320.911,1.00418
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,341.0973,1.00426
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,369.0476,1.00827
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,392.3395,1.00641
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,413.0435,1.00259
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,448.7578,1.00663
6.9,0.3,0.47,0.5,20,2,60,100,4900,280,483.4369,1.00677
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,10.86957,0.0137
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,18.11594,0.0469
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,27.95031,0.1445
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,42.44306,0.29675
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,55.90062,0.38656
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,70.39337,0.44125
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,90.57971,0.49596
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,103.0021,0.53113
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,119.5652,0.57413
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,133.5404,0.6132
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,147.5155,0.64448
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,160.4555,0.67575
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,200.8282,0.77152
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,216.3561,0.81645
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,239.1304,0.86142
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,259.8344,0.90638
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,278.9855,0.94938
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,299.6894,0.98068
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,319.8758,1.00222
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,341.0973,1.01401
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,369.0476,1.02193
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,392.3395,1.02007
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,413.5611,1.02015
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,448.2402,1.02809
6.9,0.3,0.94,0.5,20,2,60,100,4900,280,483.4369,1.02433
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,11.38716,0.01175
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,17.59834,0.0469
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,27.43271,0.11328
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,42.44306,0.20504
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,54.86542,0.24802
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,69.87578,0.2871
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,90.06211,0.32425
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,102.4845,0.35357
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,119.0476,0.39266
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,133.0228,0.43174
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,146.9979,0.46106
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,160.4555,0.49038
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,199.2754,0.58419
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,216.8737,0.62719
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,238.6128,0.68581
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,259.3168,0.74248
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,278.4679,0.80109
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,299.1718,0.86361
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,319.8758,0.91442
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,341.0973,0.96133
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,369.0476,0.98876
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,391.3043,0.99665
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,414.0787,1.00259
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,447.205,1.01053
6.9,0.3,1.88,0.5,20,2,60,100,4900,280,484.9896,1.01262
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,9.16543,0.00192
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,19.13944,0.00292
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,27.49019,0.00409
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,39.08727,0.00476
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,46.97437,0.0061
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,56.94962,0.00811
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,65.30324,0.0116
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,73.19259,0.0148
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,82.47371,0.0181
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,92.68396,0.0226
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,100.8346,0.0358
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,109.6811,0.05
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,122.9465,0.0676
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,137.0174,0.0875
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,146.6687,0.103
13.23,1,8.4,0.45,3.7,2,38,100,10000,450,160.3372,0.122
