Silica content,Reactive agg. percentage,Average size of reactive agg.,w / c,Alkali content,Temperature dependent type,Temperature,Relative humidity,Area of specimen section,Length,Time,ASR expansion
38.97,1,1.17,0.56,5.25,1,38,96,625,285,82.9,0.305
38.97,1,1.17,0.56,5.25,1,38,96,625,285,89.2,0.317
38.97,1,1.17,0.56,5.25,1,38,96,625,285,102,0.394
38.97,1,1.17,0.56,5.25,1,38,96,625,285,108,0.427
38.97,1,1.17,0.56,5.25,1,38,96,625,285,115,0.466
38.97,1,1.17,0.56,5.25,1,38,96,625,285,122,0.496
38.97,1,1.17,0.56,5.25,1,38,96,625,285,135,0.567
38.97,1,1.17,0.56,5.25,1,38,96,625,285,152,0.615
38.97,1,1.17,0.56,5.25,1,38,96,625,285,172,0.65
38.97,1,1.17,0.56,5.25,1,38,96,625,285,204,0.741
38.97,1,1.17,0.56,5.25,1,38,96,625,285,240,0.801
38.97,1,1.17,0.56,5.25,1,38,96,625,285,265,0.837
38.97,1,1.17,0.56,5.25,1,38,96,625,285,290,0.899
38.97,1,1.17,0.56,5.25,1,38,96,625,285,305,0.935
38.97,1,1.17,0.56,5.25,1,38,96,625,285,342,0.958
38.97,1,1.17,0.56,5.25,1,38,96,625,285,368,0.988
38.97,1,1.17,0.56,5.25,1,38,96,625,285,404,1.04
38.97,1,1.17,0.56,5.25,1,38,85,625,285,18.1,0.0187
38.97,1,1.17,0.56,5.25,1,38,85,625,285,25.4,0.0576
38.97,1,1.17,0.56,5.25,1,38,85,625,285,31.5,0.0866
38.97,1,1.17,0.56,5.25,1,38,85,625,285,50.5,0.119
38.97,1,1.17,0.56,5.25,1,38,85,625,285,56.8,0.122
38.97,1,1.17,0.56,5.25,1,38,85,625,285,63.1,0.118
38.97,1,1.17,0.56,5.25,1,38,85,625,285,75.6,0.149
38.97,1,1.17,0.56,5.25,1,38,85,625,285,88.9,0.155
38.97,1,1.17,0.56,5.25,1,38,85,625,285,102,0.207
38.97,1,1.17,0.56,5.25,1,38,85,625,285,108,0.219
38.97,1,1.17,0.56,5.25,1,38,85,625,285,115,0.265
38.97,1,1.17,0.56,5.25,1,38,85,625,285,122,0.263
38.97,1,1.17,0.56,5.25,1,38,85,625,285,135,0.316
38.97,1,1.17,0.56,5.25,1,38,85,625,285,152,0.339
38.97,1,1.17,0.56,5.25,1,38,85,625,285,172,0.371
38.97,1,1.17,0.56,5.25,1,38,85,625,285,204,0.409
38.97,1,1.17,0.56,5.25,1,38,85,625,285,240,0.437
38.97,1,1.17,0.56,5.25,1,38,85,625,285,265,0.471
38.97,1,1.17,0.56,5.25,1,38,85,625,285,290,0.495
38.97,1,1.17,0.56,5.25,1,38,85,625,285,305,0.512
38.97,1,1.17,0.56,5.25,1,38,85,625,285,342,0.52
38.97,1,1.17,0.56,5.25,1,38,85,625,285,368,0.55
38.97,1,1.17,0.56,5.25,1,38,85,625,285,403,0.552
38.97,1,1.17,0.56,5.25,1,38,82,625,285,13.6,0.00879
38.97,1,1.17,0.56,5.25,1,38,82,625,285,38.8,0.0741
38.97,1,1.17,0.56,5.25,1,38,82,625,285,50.4,0.085
38.97,1,1.17,0.56,5.25,1,38,82,625,285,56.8,0.0955
38.97,1,1.17,0.56,5.25,1,38,82,625,285,75.6,0.122
38.97,1,1.17,0.56,5.25,1,38,82,625,285,89.1,0.127
38.97,1,1.17,0.56,5.25,1,38,82,625,285,102,0.184
38.97,1,1.17,0.56,5.25,1,38,82,625,285,115,0.232
38.97,1,1.17,0.56,5.25,1,38,82,625,285,135,0.269
38.97,1,1.17,0.56,5.25,1,38,82,625,285,152,0.295
38.97,1,1.17,0.56,5.25,1,38,82,625,285,172,0.31
38.97,1,1.17,0.56,5.25,1,38,82,625,285,204,0.352
38.97,1,1.17,0.56,5.25,1,38,82,625,285,240,0.378
38.97,1,1.17,0.56,5.25,1,38,82,625,285,265,0.394
38.97,1,1.17,0.56,5.25,1,38,82,625,285,290,0.412
38.97,1,1.17,0.56,5.25,1,38,82,625,285,305,0.411
38.97,1,1.17,0.56,5.25,1,38,82,625,285,342,0.422
38.97,1,1.17,0.56,5.25,1,38,82,625,285,368,0.454
38.97,1,1.17,0.56,5.25,1,38,82,625,285,404,0.448
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,20.37946,0.00163
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,34.22174,0.01732
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,51.86597,0.04583
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,65.08496,0.06269
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,81.74118,0.07602
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,102.79884,0.09342
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,130.10768,0.10494
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,157.73731,0.11879
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,183.1708,0.13207
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,212.65931,0.13891
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,238.37332,0.14168
56.62,1,7.5,0.4,5.25,1,38,100,5625,300,286.3513,0.14665
56.62,1,7.5,0.4,5.25,1,38,100,52900,810,20.66282,0.00872
56.62,1,7.5,0.4,5.25,1,38,100,52900,810,40.10772,0.01301
56.62,1,7.5,0.4,5.25,1,38,100,52900,810,62.97502,0.02571
56.62,1,7.5,0.4,5.25,1,38,100,52900,810,91.98899,0.04198
56.62,1,7.5,0.4,5.25,1,38,100,52900,810,122.23038,0.05957
56.62,1,7.5,0.4,5.25,1,38,100,52900,810,150.02847,0.07075
56.62,1,7.5,0.4,5.25,1,38,100,52900,810,213.28512,0.08499
9,1,9.5,0.45,5.25,2,38,100,2500,285,6.5675,0.0028
9,1,9.5,0.45,5.25,2,38,100,2500,285,14.01957,0.00422
9,1,9.5,0.45,5.25,2,38,100,2500,285,21.09106,0.00979
9,1,9.5,0.45,5.25,2,38,100,2500,285,28.16182,0.01719
9,1,9.5,0.45,5.25,2,38,100,2500,285,42.05016,0.03338
9,1,9.5,0.45,5.25,2,38,100,2500,285,56.06282,0.05464
9,1,9.5,0.45,5.25,2,38,100,2500,285,70.07621,0.07405
9,1,9.5,0.45,5.25,2,38,100,2500,285,83.96619,0.0861
9,1,9.5,0.45,5.25,2,60,100,2500,285,7.0849,0.0277
9,1,9.5,0.45,5.25,2,60,100,2500,285,14.05276,0.06694
9,1,9.5,0.45,5.25,2,60,100,2500,285,21.13585,0.09233
9,1,9.5,0.45,5.25,2,60,100,2500,285,28.21421,0.11174
9,1,9.5,0.45,5.25,2,60,100,2500,285,41.97874,0.13303
9,1,9.5,0.45,5.25,2,60,100,2500,285,55.99116,0.14878
9,1,9.5,0.45,5.25,2,60,100,2500,285,70.13006,0.165
9,1,9.5,0.45,5.25,2,60,100,2500,285,83.5104,0.1789
9,1,9.5,0.45,5.25,2,60,100,1963.49,285,7,0.02815
9,1,9.5,0.45,5.25,2,60,100,1963.49,285,13.92345,0.07937
9,1,9.5,0.45,5.25,2,60,100,1963.49,285,21.03402,0.12
9,1,9.5,0.45,5.25,2,60,100,1963.49,285,28.05103,0.14709
9,1,9.5,0.45,5.25,2,60,100,1963.49,285,41.99149,0.18053
9,1,9.5,0.45,5.25,2,60,100,1963.49,285,56.02552,0.19661
9,1,9.5,0.45,5.25,2,60,100,1963.49,285,70.05954,0.21651
9,1,9.5,0.45,5.25,2,60,100,1963.49,285,84,0.24614
8,1,0.5,0.45,8,2,40,98,400,20,19.85185,0.02998
8,1,0.5,0.45,8,2,40,98,400,20,29.92593,0.04056
8,1,0.5,0.45,8,2,40,98,400,20,36.74074,0.04233
8,1,0.5,0.45,8,2,40,98,400,20,51.11111,0.04409
8,1,0.5,0.45,8,2,40,98,400,20,70.07407,0.0485
8,1,0.5,0.45,8,2,40,98,400,20,88.74074,0.0485
8,1,0.5,0.45,8,2,40,98,400,20,111.7037,0.06173
8,1,0.5,0.45,8,2,40,98,400,20,134.96296,0.0679
8,1,0.5,0.45,8,2,40,98,1600,40,22.66667,0.03439
8,1,0.5,0.45,8,2,40,98,1600,40,36.74074,0.11199
8,1,0.5,0.45,8,2,40,98,1600,40,50.96296,0.17725
8,1,0.5,0.45,8,2,40,98,1600,40,61.77778,0.20282
8,1,0.5,0.45,8,2,40,98,1600,40,76.88889,0.27249
8,1,0.5,0.45,8,2,40,98,1600,40,100.88889,0.28924
8,1,0.5,0.45,8,2,40,98,1600,40,119.85185,0.31305
8,1,0.5,0.45,8,2,40,98,1600,40,135.11111,0.31393
8,1,0.5,0.45,8,2,40,98,10000,100,28,0.06349
8,1,0.5,0.45,8,2,40,98,10000,100,36.88889,0.1067
8,1,0.5,0.45,8,2,40,98,10000,100,41.92593,0.18959
8,1,0.5,0.45,8,2,40,98,10000,100,50.81481,0.21605
8,1,0.5,0.45,8,2,40,98,10000,100,61.92593,0.27778
8,1,0.5,0.45,8,2,40,98,10000,100,69.92593,0.31129
8,1,0.5,0.45,8,2,40,98,10000,100,88.74074,0.35185
8,1,0.5,0.45,8,2,40,98,10000,100,107.85185,0.40564
8,1,0.5,0.45,8,2,40,98,10000,100,119.85185,0.42504
8,1,0.5,0.45,8,2,40,98,10000,100,136.14815,0.45679
71.38,1,0.98,0.47,20,2,80,100,625,285,14.23841,-0.00339
71.38,1,0.98,0.47,20,2,80,100,625,285,21.52318,0
71.38,1,0.98,0.47,20,2,80,100,625,285,29.80132,-0.00339
71.38,1,0.98,0.47,20,2,80,100,625,285,47.01987,0.03051
71.38,1,0.98,0.47,20,2,80,100,625,285,61.92053,0.12881
71.38,1,0.98,0.47,20,2,80,100,625,285,69.53642,0.24068
71.38,1,0.98,0.47,20,2,80,100,625,285,87.41722,0.5322
71.38,1,0.98,0.47,20,2,80,100,625,285,117.88079,0.86441
71.38,1,0.98,0.47,20,2,80,100,625,285,147.35099,1.02034
71.38,1,0.98,0.47,20,2,80,100,625,285,180.13245,1.14915
71.38,0.75,0.98,0.47,20,2,80,100,625,285,14.56954,-0.00678
71.38,0.75,0.98,0.47,20,2,80,100,625,285,21.52318,-0.00339
71.38,0.75,0.98,0.47,20,2,80,100,625,285,29.13907,0
71.38,0.75,0.98,0.47,20,2,80,100,625,285,47.01987,0.02034
71.38,0.75,0.98,0.47,20,2,80,100,625,285,62.91391,0.1322
71.38,0.75,0.98,0.47,20,2,80,100,625,285,69.53642,0.18644
71.38,0.75,0.98,0.47,20,2,80,100,625,285,87.41722,0.38644
71.38,0.75,0.98,0.47,20,2,80,100,625,285,117.88079,0.64746
71.38,0.75,0.98,0.47,20,2,80,100,625,285,147.35099,0.75254
71.38,0.75,0.98,0.47,20,2,80,100,625,285,180.13245,0.86102
71.38,0.5,0.98,0.47,20,2,80,100,625,285,13.90728,-0.00678
71.38,0.5,0.98,0.47,20,2,80,100,625,285,29.13907,-0.00339
71.38,0.5,0.98,0.47,20,2,80,100,625,285,36.09272,0.00678
71.38,0.5,0.98,0.47,20,2,80,100,625,285,54.96689,0.05763
71.38,0.5,0.98,0.47,20,2,80,100,625,285,62.58278,0.08814
71.38,0.5,0.98,0.47,20,2,80,100,625,285,69.53642,0.12203
71.38,0.5,0.98,0.47,20,2,80,100,625,285,87.74834,0.21695
71.38,0.5,0.98,0.47,20,2,80,100,625,285,117.88079,0.34576
71.38,0.5,0.98,0.47,20,2,80,100,625,285,147.35099,0.43051
71.38,0.5,0.98,0.47,20,2,80,100,625,285,180.13245,0.52542
71.38,0.25,0.98,0.47,20,2,80,100,625,285,14.23841,0.00678
71.38,0.25,0.98,0.47,20,2,80,100,625,285,20.86093,0.00678
71.38,0.25,0.98,0.47,20,2,80,100,625,285,28.80795,0.01356
71.38,0.25,0.98,0.47,20,2,80,100,625,285,46.35762,0.04407
71.38,0.25,0.98,0.47,20,2,80,100,625,285,62.25166,0.1322
71.38,0.25,0.98,0.47,20,2,80,100,625,285,70.19868,0.1661
71.38,0.25,0.98,0.47,20,2,80,100,625,285,77.81457,0.20678
71.38,0.25,0.98,0.47,20,2,80,100,625,285,95.69536,0.30508
71.38,0.25,0.98,0.47,20,2,80,100,625,285,125.49669,0.41017
71.38,0.25,0.98,0.47,20,2,80,100,625,285,154.96689,0.48814
71.38,0.25,0.98,0.47,20,2,80,100,625,285,180.13245,0.65763
71.38,0.1,3,0.47,20,2,80,100,625,285,21.54485,0.04228
71.38,0.1,3,0.47,20,2,80,100,625,285,28.16169,0.09249
71.38,0.1,3,0.47,20,2,80,100,625,285,35.11523,0.12758
71.38,0.1,3,0.47,20,2,80,100,625,285,46.02634,0.23058
71.38,0.1,3,0.47,20,2,80,100,625,285,54.29656,0.29586
71.38,0.1,3,0.47,20,2,80,100,625,285,70.50783,0.41888
71.38,0.1,3,0.47,20,2,80,100,625,285,77.12134,0.47917
71.38,0.1,3,0.47,20,2,80,100,625,285,95.32769,0.58702
71.38,0.1,3,0.47,20,2,80,100,625,285,125.14944,0.67443
71.38,0.1,3,0.47,20,2,80,100,625,285,155.6404,0.74419
71.38,0.1,3,0.47,20,2,80,100,625,285,180.49534,0.80654
71.38,0.25,1.5,0.47,20,2,80,100,625,285,21.22069,0.01962
71.38,0.25,1.5,0.47,20,2,80,100,625,285,28.18342,0.027
71.38,0.25,1.5,0.47,20,2,80,100,625,285,35.14197,0.04697
71.38,0.25,1.5,0.47,20,2,80,100,625,285,46.06895,0.10211
71.38,0.25,1.5,0.47,20,2,80,100,625,285,54.34335,0.1548
71.38,0.25,1.5,0.47,20,2,80,100,625,285,70.21793,0.29294
71.38,0.25,1.5,0.47,20,2,80,100,625,285,77.16729,0.34063
71.38,0.25,1.5,0.47,20,2,80,100,625,285,95.02776,0.49131
71.38,0.25,1.5,0.47,20,2,80,100,625,285,125.14944,0.67443
71.38,0.25,1.5,0.47,20,2,80,100,625,285,155.28617,0.81221
71.38,0.25,1.5,0.47,20,2,80,100,625,285,180.45942,0.91485
71.38,1,8.63,0.33,20,2,80,100,1600,160,13.78928,0.00576
71.38,1,8.63,0.33,20,2,80,100,1600,160,22.94025,0.01964
71.38,1,8.63,0.33,20,2,80,100,1600,160,30.03067,0.04563
71.38,1,8.63,0.33,20,2,80,100,1600,160,41.14011,0.29666
71.38,1,8.63,0.33,20,2,80,100,1600,160,50.45254,0.61406
71.38,1,8.63,0.33,20,2,80,100,1600,160,62.32545,0.77463
71.38,1,8.63,0.33,20,2,80,100,1600,160,90.31888,1.04944
71.38,0.75,8.63,0.33,20,2,80,100,1600,160,13.6602,0.00375
71.38,0.75,8.63,0.33,20,2,80,100,1600,160,22.93961,0.01361
71.38,0.75,8.63,0.33,20,2,80,100,1600,160,30.15889,0.0396
71.38,0.75,8.63,0.33,20,2,80,100,1600,160,41.13536,0.25244
71.38,0.75,8.63,0.33,20,2,80,100,1600,160,50.31504,0.53366
71.38,0.75,8.63,0.33,20,2,80,100,1600,160,62.31725,0.69825
71.38,0.75,8.63,0.33,20,2,80,100,1600,160,90.315,1.01326
71.38,0.5,8.63,0.33,20,2,80,100,1600,160,13.40246,0.00375
71.38,0.5,8.63,0.33,20,2,80,100,1600,160,23.06782,0.00758
71.38,0.5,8.63,0.33,20,2,80,100,1600,160,30.15716,0.02352
71.38,0.5,8.63,0.33,20,2,80,100,1600,160,41.1183,0.09365
71.38,0.5,8.63,0.33,20,2,80,100,1600,160,50.02385,0.22211
71.38,0.5,8.63,0.33,20,2,80,100,1600,160,62.03038,0.4269
71.38,0.5,8.63,0.33,20,2,80,100,1600,160,90.16217,0.79015
71.38,0.25,8.63,0.33,20,2,80,100,1600,160,13.78863,-0.00027
71.38,0.25,8.63,0.33,20,2,80,100,1600,160,29.76927,0.01146
71.38,0.25,8.63,0.33,20,2,80,100,1600,160,41.11204,0.03536
71.38,0.25,8.63,0.33,20,2,80,100,1600,160,50.26302,0.04924
71.38,0.25,8.63,0.33,20,2,80,100,1600,160,62.12859,0.14147
71.38,0.25,8.63,0.33,20,2,80,100,1600,160,89.99251,0.41025
71.38,0.5,7.13,0.33,20,2,80,100,1600,160,17.65525,0.00568
71.38,0.5,7.13,0.33,20,2,80,100,1600,160,29.89943,0.02352
71.38,0.5,7.13,0.33,20,2,80,100,1600,160,48.07317,0.05733
71.38,0.5,7.13,0.33,20,2,80,100,1600,160,57.2304,0.12951
71.38,0.5,7.13,0.33,20,2,80,100,1600,160,90.23686,0.28563
71.38,0.5,11,0.33,20,2,80,100,1600,160,21.13462,0.00561
71.38,0.5,11,0.33,20,2,80,100,1600,160,30.28409,0.00542
71.38,0.5,11,0.33,20,2,80,100,1600,160,38.91917,0.0153
71.38,0.5,11,0.33,20,2,80,100,1600,160,48.19966,0.03521
71.38,0.5,11,0.33,20,2,80,100,1600,160,57.35279,0.0692
71.38,0.5,11,0.33,20,2,80,100,1600,160,90.35601,0.19517
